shipment_id,order_date,warehouse,origin_city,destination_city,product_category,quantity,order_value,distance_km,transportation_mode,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,customer_segment,inventory_level,warehouse_capacity,fuel_cost,weather_condition
SHIP-10140,2025-12-18,WH-Central-Nagpur,Nagpur,Indore,Consumer Goods,112,18258.24,661,Road Freight (Truck),646.25,5,6,Delayed,1,Individual,4221,6000,1.2,Rainy
SHIP-10141,2025-08-19,WH-Central-Nagpur,Nagpur,Lucknow,Perishables,306,30462.46,1728,Express Courier,2685.6,5,5,On-Time,0,Enterprise,3148,6000,1.2,Clear
SHIP-10142,2025-08-29,WH-Central-Nagpur,Nagpur,Jaipur,Apparel,187,20638.41,1405,Rail Freight,898.38,9,10,Delayed,1,Enterprise,4101,6000,1.41,Rainy
SHIP-10143,2025-02-21,WH-West-Mumbai,Mumbai,Indore,Electronics,224,54443.89,208,Road Freight (Truck),330.12,3,4,Delayed,1,Enterprise,5908,12000,1.23,Rainy
SHIP-10144,2025-04-06,WH-Central-Nagpur,Nagpur,Kochi,Industrial Equipment,324,13417.06,2058,Rail Freight,1291.74,13,15,Delayed,2,Enterprise,5355,6000,1.7,Foggy
SHIP-10145,2025-08-10,WH-East-Kolkata,Kolkata,Kochi,Apparel,48,3748.74,1351,Rail Freight,770.92,9,9,On-Time,0,Enterprise,5624,7500,1.43,Clear
SHIP-10146,2025-08-19,WH-West-Mumbai,Mumbai,Kanpur,Industrial Equipment,268,35031.46,332,Road Freight (Truck),435.66,3,3,On-Time,0,SMB,10217,12000,1.49,Clear
SHIP-10147,2025-08-25,WH-East-Kolkata,Kolkata,Lucknow,Perishables,213,45077.5,953,Road Freight (Truck),901.13,6,6,On-Time,0,Enterprise,6893,7500,1.71,Rainy
SHIP-10148,2025-05-23,WH-North-Delhi,Delhi,Jaipur,Industrial Equipment,16,855.42,385,Road Freight (Truck),369.68,3,5,Delayed,2,Enterprise,5358,10000,1.47,Foggy
SHIP-10149,2025-06-20,WH-South-Bengaluru,Bengaluru,Surat,Apparel,58,4644.89,1031,Road Freight (Truck),896.71,6,8,Delayed,2,E-Commerce Retailer,6598,8500,1.36,Foggy
SHIP-10150,2025-01-29,WH-North-Delhi,Delhi,Coimbatore,Automotive Parts,35,1066.19,412,Road Freight (Truck),394.92,4,4,On-Time,0,SMB,8668,10000,1.63,Severe Heat
SHIP-10151,2025-02-05,WH-North-Delhi,Delhi,Jaipur,Apparel,170,30754.11,1350,Rail Freight,846.0,8,9,Delayed,1,Enterprise,7206,10000,1.42,Clear
SHIP-10152,2025-01-13,WH-North-Delhi,Delhi,Coimbatore,Consumer Goods,366,25978.39,452,Express Courier,890.53,3,3,On-Time,0,Enterprise,7506,10000,1.34,Clear
SHIP-10153,2025-06-09,WH-South-Bengaluru,Bengaluru,Bhopal,Automotive Parts,185,19672.63,1220,Road Freight (Truck),1081.58,7,7,On-Time,0,SMB,5453,8500,1.58,Clear
SHIP-10154,2025-11-23,WH-West-Mumbai,Mumbai,Coimbatore,Electronics,88,10495.75,1431,Rail Freight,875.38,10,10,On-Time,0,Enterprise,9205,12000,1.63,Clear
SHIP-10155,2025-07-06,WH-East-Kolkata,Kolkata,Patna,Industrial Equipment,11,2469.05,1124,Road Freight (Truck),919.93,6,9,Delayed,3,SMB,4769,7500,1.63,Stormy
SHIP-10156,2025-08-31,WH-North-Delhi,Delhi,Kochi,Automotive Parts,392,43771.75,166,Express Courier,473.54,3,5,Delayed,2,Enterprise,6740,10000,1.74,Severe Heat
SHIP-10157,2025-03-27,WH-West-Mumbai,Mumbai,Lucknow,Industrial Equipment,425,20879.35,741,Road Freight (Truck),826.81,4,5,Delayed,1,SMB,5980,12000,1.62,Clear
SHIP-10158,2025-10-11,WH-South-Bengaluru,Bengaluru,Chandigarh,Apparel,141,19488.18,1343,Rail Freight,837.09,9,9,On-Time,0,Enterprise,3856,8500,1.61,Clear
SHIP-10159,2025-03-07,WH-East-Kolkata,Kolkata,Kanpur,Industrial Equipment,285,68769.11,546,Road Freight (Truck),624.58,5,5,On-Time,0,SMB,3569,7500,1.66,Clear
SHIP-10160,2025-06-19,WH-West-Mumbai,Mumbai,Patna,Consumer Goods,126,19883.57,329,Road Freight (Truck),369.07,4,4,On-Time,0,E-Commerce Retailer,6485,12000,1.15,Foggy
SHIP-10161,2025-02-14,WH-South-Bengaluru,Bengaluru,Coimbatore,Automotive Parts,173,42574.61,1007,Road Freight (Truck),904.99,7,7,On-Time,0,SMB,5649,8500,1.37,Clear
SHIP-10162,2025-03-03,WH-Central-Nagpur,Nagpur,Indore,Electronics,297,63160.08,1563,Air Cargo,2937.56,4,6,Delayed,2,Enterprise,2759,6000,1.59,Clear
SHIP-10163,2025-05-14,WH-South-Bengaluru,Bengaluru,Lucknow,Electronics,37,867.72,273,Road Freight (Truck),295.2,4,3,Early,0,Enterprise,4447,8500,1.51,Clear
SHIP-10164,2025-10-11,WH-North-Delhi,Delhi,Patna,Consumer Goods,342,58045.58,1665,Road Freight (Truck),1467.81,8,8,On-Time,0,Enterprise,8172,10000,1.26,Clear
SHIP-10165,2025-01-28,WH-North-Delhi,Delhi,Kanpur,Apparel,10,823.9,534,Road Freight (Truck),477.95,4,7,Delayed,3,Enterprise,8082,10000,,Stormy
SHIP-10166,2025-04-18,WH-Central-Nagpur,Nagpur,Kochi,Apparel,197,28862.46,1496,Road Freight (Truck),1276.24,8,8,On-Time,0,Enterprise,4927,6000,1.35,Clear
SHIP-10167,2025-02-13,WH-North-Delhi,Delhi,Lucknow,Automotive Parts,65,5242.0,1300,Road Freight (Truck),1095.09,8,9,Delayed,1,E-Commerce Retailer,8831,10000,1.49,Clear
SHIP-10168,2025-12-06,WH-Central-Nagpur,Nagpur,Kanpur,Consumer Goods,44,4267.32,1404,Road Freight (Truck),1189.61,8,7,Early,0,SMB,3035,6000,1.65,Clear
SHIP-10169,2025-10-13,WH-South-Bengaluru,Bengaluru,Bhopal,Consumer Goods,121,28065.3,1220,Express Courier,1880.21,5,5,On-Time,0,SMB,4476,8500,1.71,Clear
SHIP-10170,2025-11-27,WH-Central-Nagpur,Nagpur,Bhopal,Electronics,295,18750.54,888,Road Freight (Truck),864.65,6,6,On-Time,0,SMB,3640,6000,1.6,Rainy
SHIP-10171,2025-05-08,WH-East-Kolkata,Kolkata,Kanpur,Consumer Goods,319,70312.59,1102,Road Freight (Truck),1076.34,6,6,On-Time,0,SMB,6600,7500,1.66,Clear
SHIP-10172,2025-12-14,WH-Central-Nagpur,Nagpur,Patna,Apparel,45,997.09,1631,Express Courier,2465.45,6,8,Delayed,2,Enterprise,4886,6000,1.43,Clear
SHIP-10173,2025-08-19,WH-West-Mumbai,Mumbai,Lucknow,Electronics,448,16287.48,1274,Air Cargo,2493.46,4,6,Delayed,2,E-Commerce Retailer,7228,12000,1.38,Foggy
SHIP-10174,2025-07-09,WH-East-Kolkata,Kolkata,Patna,Consumer Goods,226,48781.79,698,Road Freight (Truck),699.46,4,4,On-Time,0,Enterprise,3683,7500,1.39,Clear
SHIP-10175,2025-08-13,WH-West-Mumbai,Mumbai,Surat,Electronics,89,14523.08,1598,Air Cargo,2933.03,4,6,Delayed,2,E-Commerce Retailer,8876,12000,1.52,Rainy
SHIP-10176,2025-10-10,WH-West-Mumbai,Mumbai,Coimbatore,Electronics,323,61563.96,859,Express Courier,1441.11,3,3,On-Time,0,E-Commerce Retailer,6848,12000,1.22,Clear
SHIP-10177,2025-05-01,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,92,5907.61,282,Road Freight (Truck),301.95,4,4,On-Time,0,E-Commerce Retailer,5946,8500,1.5,Clear
SHIP-10178,2025-04-26,WH-Central-Nagpur,Nagpur,Bhopal,Electronics,74,10449.88,1158,Express Courier,1754.48,5,8,Delayed,3,SMB,5355,6000,1.55,Rainy
SHIP-10179,2025-08-21,WH-Central-Nagpur,Nagpur,Kochi,Industrial Equipment,334,62874.34,1375,Road Freight (Truck),1245.63,7,7,On-Time,0,Enterprise,4314,6000,1.41,Foggy
SHIP-10180,2025-09-16,WH-East-Kolkata,Kolkata,Jaipur,Automotive Parts,137,22251.38,314,Road Freight (Truck),364.89,3,4,Delayed,1,SMB,6631,7500,1.72,Rainy
SHIP-10181,2025-12-25,WH-West-Mumbai,Mumbai,Coimbatore,Apparel,316,39768.35,2004,Rail Freight,1258.43,13,13,On-Time,0,SMB,7616,12000,1.51,Clear
SHIP-10182,2025-07-17,WH-West-Mumbai,Mumbai,Bhopal,Perishables,31,7457.02,661,Road Freight (Truck),597.58,4,4,On-Time,0,SMB,8972,12000,1.28,Clear
SHIP-10183,2025-05-17,WH-East-Kolkata,Kolkata,Patna,Consumer Goods,225,39126.82,478,Road Freight (Truck),514.57,4,4,On-Time,0,E-Commerce Retailer,6525,7500,1.44,Clear
SHIP-10184,2025-11-14,WH-North-Delhi,Delhi,Patna,Apparel,116,26485.29,969,Express Courier,1510.37,4,6,Delayed,2,Enterprise,7263,10000,1.56,Clear
SHIP-10185,2025-06-14,WH-North-Delhi,Delhi,Patna,Perishables,118,22006.54,1474,Road Freight (Truck),1223.59,8,9,Delayed,1,Enterprise,7390,10000,1.34,Rainy
SHIP-10186,2025-08-13,WH-West-Mumbai,Mumbai,Kochi,Electronics,381,71564.73,546,Road Freight (Truck),652.74,4,3,Early,0,Enterprise,9439,12000,1.2,Clear
SHIP-10187,2025-11-03,WH-West-Mumbai,Mumbai,Surat,Perishables,366,12372.37,616,Express Courier,1111.91,3,3,On-Time,0,Enterprise,10375,12000,1.5,Clear
SHIP-10188,2025-08-22,WH-West-Mumbai,Mumbai,Jaipur,Electronics,190,18900.1,947,Road Freight (Truck),870.26,5,6,Delayed,1,SMB,5897,12000,1.72,Rainy
SHIP-10189,2025-06-21,WH-North-Delhi,Delhi,Patna,Consumer Goods,365,79101.64,605,Road Freight (Truck),670.49,5,5,On-Time,0,E-Commerce Retailer,6083,10000,1.44,Clear
SHIP-10190,2025-06-01,WH-North-Delhi,Delhi,Chandigarh,Electronics,173,12051.51,1951,Express Courier,2986.84,7,7,On-Time,0,E-Commerce Retailer,6369,10000,1.69,Rainy
SHIP-10191,2025-11-11,WH-North-Delhi,Delhi,Coimbatore,Industrial Equipment,77,3245.08,1592,Rail Freight,973.08,10,10,On-Time,0,E-Commerce Retailer,8775,10000,1.65,Clear
SHIP-10192,2025-06-09,WH-Central-Nagpur,Nagpur,Lucknow,Apparel,301,27582.11,1556,Rail Freight,1009.23,9,9,On-Time,0,E-Commerce Retailer,5395,6000,1.24,Clear
SHIP-10193,2025-04-06,WH-West-Mumbai,Mumbai,Chandigarh,Industrial Equipment,189,12625.75,449,Road Freight (Truck),523.52,3,4,Delayed,1,E-Commerce Retailer,6078,12000,1.57,Severe Heat
SHIP-10194,2025-08-21,WH-West-Mumbai,Mumbai,Jaipur,Consumer Goods,190,44164.12,1875,Rail Freight,1121.35,11,11,On-Time,0,Enterprise,6071,12000,1.41,Clear
SHIP-10195,2025-06-29,WH-South-Bengaluru,Bengaluru,Kochi,Consumer Goods,443,97004.67,1008,Road Freight (Truck),1030.92,6,6,On-Time,0,E-Commerce Retailer,7559,8500,1.3,Clear
SHIP-10196,2025-04-23,WH-North-Delhi,Delhi,Jaipur,Electronics,178,23571.75,1110,Road Freight (Truck),1008.07,6,6,On-Time,0,Enterprise,5890,10000,1.56,Rainy
SHIP-10197,2025-11-14,WH-Central-Nagpur,Nagpur,Lucknow,Consumer Goods,411,12089.9,1290,Road Freight (Truck),1230.07,7,8,Delayed,1,Enterprise,3381,6000,1.6,Severe Heat
SHIP-10198,2025-02-21,WH-East-Kolkata,Kolkata,Coimbatore,Perishables,31,5670.59,378,Road Freight (Truck),362.94,4,5,Delayed,1,SMB,3500,7500,1.26,Severe Heat
SHIP-10199,2025-09-25,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,75,12112.63,411,Road Freight (Truck),421.37,4,5,Delayed,1,Enterprise,5795,10000,1.7,Rainy
SHIP-10200,2025-10-22,WH-West-Mumbai,Mumbai,Kanpur,Automotive Parts,30,7292.41,1954,Road Freight (Truck),1581.11,10,10,On-Time,0,Enterprise,9311,12000,1.6,Clear
SHIP-10201,2025-04-23,WH-Central-Nagpur,Nagpur,Coimbatore,Automotive Parts,109,15952.59,262,Road Freight (Truck),328.95,3,6,Delayed,3,Enterprise,3901,6000,1.71,Stormy
SHIP-10202,2025-04-11,WH-Central-Nagpur,Nagpur,Jaipur,Consumer Goods,393,36962.64,2080,Rail Freight,1314.44,13,14,Delayed,1,Enterprise,4157,6000,1.34,Rainy
SHIP-10203,2025-04-23,WH-West-Mumbai,Mumbai,Patna,Apparel,309,42323.76,866,Road Freight (Truck),872.55,5,5,On-Time,0,Individual,10573,12000,1.71,Clear
SHIP-10204,2025-03-22,WH-South-Bengaluru,Bengaluru,Jaipur,Electronics,112,27454.21,746,Road Freight (Truck),702.03,4,6,Delayed,2,Enterprise,4283,8500,1.37,Foggy
SHIP-10205,2025-07-06,WH-North-Delhi,Delhi,Jaipur,Electronics,56,10004.13,1508,Air Cargo,2748.81,5,5,On-Time,0,Enterprise,4834,10000,1.18,Clear
SHIP-10206,2025-04-23,WH-Central-Nagpur,Nagpur,Coimbatore,Electronics,48,8299.89,209,Express Courier,405.84,2,2,On-Time,0,SMB,5102,6000,1.61,Clear
SHIP-10207,2025-01-02,WH-North-Delhi,Delhi,Kanpur,Apparel,294,21038.69,839,Express Courier,1449.25,3,5,Delayed,2,SMB,8141,10000,1.57,Foggy
SHIP-10208,2025-05-10,WH-Central-Nagpur,Nagpur,Jaipur,Consumer Goods,319,60529.16,1307,Road Freight (Truck),1192.76,7,7,On-Time,0,Individual,3443,6000,1.51,Clear
SHIP-10209,2025-08-08,WH-South-Bengaluru,Bengaluru,Chandigarh,Apparel,99,18940.07,600,Road Freight (Truck),581.6,4,4,On-Time,0,Enterprise,5120,8500,1.44,Clear
SHIP-10210,2025-02-23,WH-South-Bengaluru,Bengaluru,Bhopal,Apparel,94,8418.91,203,Road Freight (Truck),258.35,2,3,Delayed,1,SMB,5064,8500,1.17,Clear
SHIP-10211,2025-12-09,WH-South-Bengaluru,Bengaluru,Indore,Consumer Goods,282,36285.72,1220,Express Courier,1962.06,5,6,Delayed,1,E-Commerce Retailer,6412,8500,1.52,Rainy
SHIP-10212,2025-08-12,WH-North-Delhi,Delhi,Indore,Apparel,345,29059.97,792,Road Freight (Truck),828.9,6,6,On-Time,0,Individual,4787,10000,1.4,Clear
SHIP-10213,2025-08-13,WH-North-Delhi,Delhi,Jaipur,Industrial Equipment,197,14931.75,636,Road Freight (Truck),633.64,4,3,Early,0,SMB,6800,10000,1.49,Clear
SHIP-10214,2025-05-06,WH-North-Delhi,Delhi,Chandigarh,Electronics,168,3542.38,604,Express Courier,999.18,3,4,Delayed,1,E-Commerce Retailer,5129,10000,1.41,Rainy
SHIP-10215,2025-05-10,WH-North-Delhi,Delhi,Patna,Electronics,252,20670.24,1733,Air Cargo,3244.03,5,8,Delayed,3,Enterprise,8352,10000,1.73,Stormy
SHIP-10216,2025-02-22,WH-East-Kolkata,Kolkata,Kochi,Industrial Equipment,82,11905.0,1746,Rail Freight,1005.94,11,11,On-Time,0,SMB,4716,7500,1.51,Clear
SHIP-10217,2025-06-21,WH-West-Mumbai,Mumbai,Kochi,Consumer Goods,58,891.82,1742,Rail Freight,1002.4,11,12,Delayed,1,SMB,8375,12000,1.6,Foggy
SHIP-10218,2025-08-06,WH-North-Delhi,Delhi,Coimbatore,Apparel,110,8971.21,901,Road Freight (Truck),826.08,5,7,Delayed,2,E-Commerce Retailer,4637,10000,1.71,Foggy
SHIP-10219,2025-06-09,WH-Central-Nagpur,Nagpur,Indore,Consumer Goods,11,2443.45,223,Road Freight (Truck),228.53,3,3,On-Time,0,Enterprise,2864,6000,1.5,Rainy
SHIP-10220,2025-07-17,WH-Central-Nagpur,Nagpur,Jaipur,Consumer Goods,253,39090.38,1595,Rail Freight,1000.97,10,10,On-Time,0,Enterprise,4603,6000,1.16,Clear
SHIP-10221,2025-09-04,WH-Central-Nagpur,Nagpur,Kochi,Electronics,185,29201.84,1630,Air Cargo,3028.82,4,6,Delayed,2,Enterprise,4862,6000,1.17,Foggy
SHIP-10222,2025-11-20,WH-Central-Nagpur,Nagpur,Jaipur,Consumer Goods,247,27118.28,458,Express Courier,838.01,3,3,On-Time,0,Enterprise,4702,6000,1.57,Clear
SHIP-10223,2025-07-22,WH-North-Delhi,Delhi,Coimbatore,Apparel,407,70806.18,806,Road Freight (Truck),883.95,6,6,On-Time,0,Enterprise,7963,10000,1.32,Clear
SHIP-10224,2025-07-03,WH-West-Mumbai,Mumbai,Indore,Consumer Goods,68,4055.13,1709,Rail Freight,968.52,10,10,On-Time,0,Individual,5990,12000,1.5,Clear
SHIP-10225,2025-05-03,WH-East-Kolkata,Kolkata,Lucknow,Industrial Equipment,362,75080.79,1019,Road Freight (Truck),1029.08,7,9,Delayed,2,SMB,5819,7500,1.27,Foggy
SHIP-10226,2025-09-12,WH-South-Bengaluru,Bengaluru,Bhopal,Automotive Parts,108,4581.57,1621,Road Freight (Truck),1346.68,9,11,Delayed,2,SMB,4551,8500,1.31,Clear
SHIP-10227,2025-10-21,WH-North-Delhi,Delhi,Bhopal,Apparel,368,62251.0,1866,Road Freight (Truck),1634.58,9,11,Delayed,2,E-Commerce Retailer,4960,10000,1.45,Clear
SHIP-10228,2025-10-07,WH-East-Kolkata,Kolkata,Kochi,Industrial Equipment,444,42255.52,726,Road Freight (Truck),844.96,4,7,Delayed,3,SMB,6043,7500,1.74,Rainy
SHIP-10229,2025-11-21,WH-North-Delhi,Delhi,Bhopal,Consumer Goods,11,2097.32,342,Road Freight (Truck),344.53,4,6,Delayed,2,Enterprise,8680,10000,1.52,Stormy
SHIP-10230,2025-04-08,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,252,36337.06,1152,Road Freight (Truck),1089.5,6,5,Early,0,Enterprise,7868,10000,1.71,Rainy
SHIP-10231,2025-07-17,WH-South-Bengaluru,Bengaluru,Jaipur,Industrial Equipment,306,37118.71,1196,Road Freight (Truck),1104.17,6,6,On-Time,0,Enterprise,7043,8500,1.73,Clear
SHIP-10232,2025-08-28,WH-South-Bengaluru,Bengaluru,Coimbatore,Consumer Goods,220,12059.14,1220,Rail Freight,781.41,8,7,Early,0,SMB,7784,8500,1.27,Clear
SHIP-10233,2025-05-24,WH-South-Bengaluru,Bengaluru,Lucknow, Apparel,132,21734.2,1861,Road Freight (Truck),1552.21,9,13,Delayed,4,SMB,4363,8500,1.34,Rainy
SHIP-10234,2025-04-07,WH-North-Delhi,Delhi,Coimbatore,Electronics,238,58088.88,622,Road Freight (Truck),694.41,4,5,Delayed,1,Enterprise,9036,10000,1.61,Clear
SHIP-10235,2025-07-20,WH-Central-Nagpur,Nagpur,Coimbatore,Apparel,91,19020.53,1459,Rail Freight,886.71,9,10,Delayed,1,SMB,4395,6000,1.67,Rainy
SHIP-10236,2025-05-04,WH-West-Mumbai,Mumbai,Indore, Automotive Parts,153,4452.59,1957,Road Freight (Truck),1638.22,9,9,On-Time,0,Individual,9986,12000,1.46,Clear
SHIP-10237,2025-07-06,WH-North-Delhi,Delhi,Jaipur ,Automotive Parts,397,41055.32,941,Express Courier,1603.52,5,9,Delayed,4,E-Commerce Retailer,7555,10000,1.75,Stormy
SHIP-10238,2025-11-22,WH-Central-Nagpur,Nagpur,Chandigarh,Industrial Equipment,149,34644.29,1985,Road Freight (Truck),1633.52,9,10,Delayed,1,E-Commerce Retailer,4307,6000,1.16,Clear
SHIP-10239,2025-12-15,WH-Central-Nagpur,Nagpur,Bhopal,Industrial Equipment,38,5062.18,743,Road Freight (Truck),639.03,5,5,On-Time,0,E-Commerce Retailer,4684,6000,1.33,Clear
SHIP-10240,2025-09-16,WH-Central-Nagpur,Nagpur,Chandigarh,Apparel,400,68238.51,2006,Rail Freight,1303.86,12,11,Early,0,Enterprise,3603,6000,1.52,Foggy
SHIP-10241,2025-05-28,WH-East-Kolkata,Kolkata,Indore,Apparel,279,64019.58,284,Road Freight (Truck),425.38,4,4,On-Time,0,E-Commerce Retailer,6633,7500,1.43,Clear
SHIP-10242,2025-09-09,WH-South-Bengaluru,Bengaluru,Coimbatore,Electronics,256,56407.49,1422,Express Courier,2228.37,5,5,On-Time,0,Enterprise,4285,8500,1.22,Clear
SHIP-10243,2025-12-12,WH-South-Bengaluru,Bengaluru,Kochi,Consumer Goods,21,2791.48,1170,Road Freight (Truck),978.53,7,9,Delayed,2,E-Commerce Retailer,5095,8500,1.37,Foggy
SHIP-10244,2025-05-27,WH-North-Delhi,Delhi,Bhopal,Consumer Goods,364,42896.26,1213,Rail Freight,855.08,8,8,On-Time,0,SMB,4646,10000,1.17,
SHIP-10245,2025-05-28,WH-West-Mumbai,Mumbai,Bhopal,Perishables,398,37741.45,1361,Rail Freight,980.59,9,9,On-Time,0,Enterprise,6930,12000,1.54,Clear
SHIP-10246,2025-12-18,WH-West-Mumbai,Mumbai,Jaipur,Consumer Goods,346,63653.47,1508,Express Courier,2393.45,5,5,On-Time,0,E-Commerce Retailer,6630,12000,1.69,Clear
SHIP-10247,2025-07-18,WH-West-Mumbai,Mumbai,Kanpur,Apparel,115,9480.82,1844,Rail Freight,1110.67,11,11,On-Time,0,Individual,5679,12000,1.68,Clear
SHIP-10248,2025-11-04,WH-East-Kolkata,Kolkata,Surat,Apparel,41,3022.67,1988,Express Courier,2945.38,7,7,On-Time,0,Enterprise,5108,7500,1.57,Clear
SHIP-10249,2025-05-08,WH-West-Mumbai,Mumbai,Surat,Apparel,83,8193.65,2090,Rail Freight,1194.45,13,12,Early,0,E-Commerce Retailer,8043,12000,1.43,Rainy
SHIP-10250,2025-02-08,WH-North-Delhi,Delhi,Surat,Industrial Equipment,180,10196.2,1449,Rail Freight,887.67,9,9,On-Time,0,Enterprise,4865,10000,1.46,Rainy
SHIP-10251,2025-12-04,WH-North-Delhi,Delhi,Kanpur,Electronics,346,61710.19,1267,Rail Freight,885.18,9,9,On-Time,0,SMB,5730,10000,1.23,Clear
SHIP-10252,2025-12-26,WH-South-Bengaluru,Bengaluru,Jaipur,Apparel,78,12465.69,138,Express Courier,303.04,3,3,On-Time,0,SMB,7633,8500,1.35,Clear
SHIP-10253,2025-05-09,WH-North-Delhi,Delhi,Kanpur,Automotive Parts,310,39827.7,1400,Road Freight (Truck),1278.68,7,6,Early,0,SMB,5020,10000,1.26,Stormy
SHIP-10254,2025-09-24,WH-Central-Nagpur,Nagpur,Surat,Consumer Goods,371,39595.55,1439,Express Courier,2290.5,6,6,On-Time,0,Individual,3560,6000,1.64,Severe Heat
SHIP-10255,2025-05-31,WH-West-Mumbai,Mumbai,Indore,Consumer Goods,146,33379.94,2071,Rail Freight,1224.13,12,11,Early,0,E-Commerce Retailer,5602,12000,1.7,Clear
SHIP-10256,2025-10-25,WH-West-Mumbai,Mumbai,Lucknow,Apparel,442,9655.09,1165,Road Freight (Truck),1161.8,7,7,On-Time,0,E-Commerce Retailer,6239,12000,1.47,Foggy
SHIP-10257,2025-04-09,WH-South-Bengaluru,Bengaluru,Coimbatore,Automotive Parts,426,83385.38,2023,Road Freight (Truck),1790.0,10,11,Delayed,1,Enterprise,6619,8500,1.59,Rainy
SHIP-10258,2025-09-20,WH-East-Kolkata,Kolkata,Kanpur,Electronics,109,24737.41,1108,Air Cargo,2069.83,4,4,On-Time,0,Individual,4667,7500,1.22,Clear
SHIP-10259,2025-09-09,WH-West-Mumbai,Mumbai,Jaipur,Industrial Equipment,155,18583.47,569,Road Freight (Truck),540.93,4,4,On-Time,0,Enterprise,7949,12000,1.52,Clear
SHIP-10260,2025-05-24,WH-South-Bengaluru,Bengaluru,Jaipur,Automotive Parts,18,2599.42,671,Express Courier,1047.37,3,3,On-Time,0,E-Commerce Retailer,4452,8500,1.57,Clear
SHIP-10261,2025-12-12,WH-South-Bengaluru,Bengaluru,Chandigarh,Consumer Goods,71,16823.38,1693,Rail Freight,1003.2,11,11,On-Time,0,Enterprise,6550,8500,1.42,Foggy
SHIP-10262,2025-04-22,WH-West-Mumbai,Mumbai,Lucknow,Perishables,194,12587.73,1191,Road Freight (Truck),1055.91,7,11,Delayed,4,Enterprise,9638,12000,1.3,Rainy
SHIP-10263,2025-03-01,WH-Central-Nagpur,Nagpur,Kochi ,Industrial Equipment,38,5214.8,814,Road Freight (Truck),703.75,5,6,Delayed,1,E-Commerce Retailer,3210,6000,1.68,Rainy
SHIP-10264,2025-01-02,WH-East-Kolkata,Kolkata,Bhopal,Industrial Equipment,390,49358.19,706,Road Freight (Truck),787.09,4,4,On-Time,0,Enterprise,3533,7500,1.6,Clear
SHIP-10265,2025-10-31,WH-South-Bengaluru,Bengaluru,Surat,Industrial Equipment,123,9313.84,840,Road Freight (Truck),774.39,6,7,Delayed,1,Enterprise,4148,8500,1.69,Rainy
SHIP-10266,2025-09-11,WH-Central-Nagpur,Nagpur,Kochi,Electronics,418,86680.41,1326,Express Courier,2188.39,5,5,On-Time,0,Enterprise,4552,6000,1.64,Foggy
SHIP-10267,2025-05-20,WH-Central-Nagpur,Nagpur,Chandigarh,Electronics,152,34413.73,1578,Air Cargo,2928.53,5,5,On-Time,0,Enterprise,3082,6000,1.74,Foggy
SHIP-10268,2025-02-06,WH-East-Kolkata,Kolkata,Surat ,Consumer Goods,399,79302.91,226,Road Freight (Truck),427.19,3,4,Delayed,1,Enterprise,5116,7500,1.27,Clear
SHIP-10269,2025-06-09,WH-East-Kolkata,Kolkata,Lucknow ,Consumer Goods,129,7857.31,1331,Road Freight (Truck),1132.99,8,9,Delayed,1,Enterprise,3913,7500,1.2,Rainy
SHIP-10270,2025-01-09,WH-South-Bengaluru,Bengaluru,Chandigarh,Consumer Goods,179,6334.08,895,Express Courier,1425.36,4,6,Delayed,2,SMB,4504,8500,1.35,Clear
SHIP-10271,2025-08-21,WH-South-Bengaluru,Bengaluru,Surat,Automotive Parts,166,26108.39,1229,Road Freight (Truck),1050.76,6,6,On-Time,0,Enterprise,3842,8500,1.23,Rainy
SHIP-10272,2025-04-09,WH-South-Bengaluru,Bengaluru,Lucknow,Automotive Parts,344,9775.54,1979,Rail Freight,1260.56,12,12,On-Time,0,E-Commerce Retailer,5106,8500,1.46,Rainy
SHIP-10273,2025-05-27,WH-East-Kolkata,Kolkata,Patna,Apparel,358,61974.84,1986,Road Freight (Truck),1706.94,10,10,On-Time,0,Enterprise,3691,7500,1.53,Clear
SHIP-10274,2025-10-31,WH-North-Delhi,Delhi,Kochi,Automotive Parts,269,37565.77,1599,Road Freight (Truck),1382.31,9,11,Delayed,2,Individual,6351,10000,1.5,Foggy
SHIP-10275,2025-07-27,WH-Central-Nagpur,Nagpur,Kochi,Industrial Equipment,91,15538.67,1280,Road Freight (Truck),1058.63,8,8,On-Time,0,E-Commerce Retailer,4385,6000,1.31,Clear
SHIP-10276,2025-05-11,WH-Central-Nagpur,Nagpur,Bhopal,Consumer Goods,251,38576.22,2001,Rail Freight,1243.69,12,14,Delayed,2,Enterprise,3736,6000,1.7,Foggy
SHIP-10277,2025-06-01,WH-North-Delhi,Delhi,Lucknow,Electronics,442,50536.12,1017,Road Freight (Truck),1010.07,6,6,On-Time,0,E-Commerce Retailer,7813,10000,1.16,Clear
SHIP-10278,2025-02-23,WH-East-Kolkata,Kolkata,Kanpur,Apparel,181,11259.31,455,Road Freight (Truck),501.9,3,4,Delayed,1,E-Commerce Retailer,5988,7500,1.36,Rainy
SHIP-10279,2025-04-30,WH-North-Delhi,Delhi,Patna,Industrial Equipment,240,20841.6,726,Road Freight (Truck),719.58,4,7,Delayed,3,Individual,7774,10000,1.58,Stormy
