shipment_id,order_date,warehouse,origin_city,destination_city,product_category,quantity,order_value,distance_km,transportation_mode,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,customer_segment,inventory_level,warehouse_capacity,fuel_cost,weather_condition,delivery_time,cost_per_km,cost_per_shipment,is_delayed,is_on_time,warehouse_utilization,route
SHIP-10105,2025-06-12,WH-West-Mumbai,Mumbai,Bhopal,Industrial Equipment,126,31484.24,1864,Road Freight (Truck),1541.66,10,11,Delayed,1,SMB,8296,12000,1.5,Severe Heat,11,0.8271,1541.66,1,0,69.13,Mumbai -> Bhopal
SHIP-10106,2025-10-16,WH-North-Delhi,Delhi,Kochi,Consumer Goods,125,20157.29,1870,Rail Freight,1102.37,12,12,On-Time,0,Enterprise,7611,10000,1.37,Clear,12,0.5895,1102.37,0,1,76.11,Delhi -> Kochi
SHIP-10107,2025-09-18,WH-East-Kolkata,Kolkata,Lucknow,Apparel,246,28605.41,1005,Road Freight (Truck),940.14,7,8,Delayed,1,SMB,5319,7500,1.16,Rainy,8,0.9355,940.14,1,0,70.92,Kolkata -> Lucknow
SHIP-10108,2025-08-19,WH-East-Kolkata,Kolkata,Kanpur,Consumer Goods,114,9429.93,1755,Rail Freight,1016.23,10,9,Early,0,SMB,4340,7500,1.23,Stormy,9,0.579,1016.23,0,1,57.87,Kolkata -> Kanpur
SHIP-10109,2025-02-10,WH-South-Bengaluru,Bengaluru,Coimbatore,Consumer Goods,268,42054.91,680,Express Courier,1196.66,4,4,On-Time,0,Enterprise,7006,8500,1.6,Clear,4,1.7598,1196.66,0,1,82.42,Bengaluru -> Coimbatore
SHIP-10110,2025-01-28,WH-West-Mumbai,Mumbai,Patna,Industrial Equipment,55,1466.0,1344,Road Freight (Truck),1112.07,8,8,On-Time,0,E-Commerce Retailer,6377,12000,1.43,Clear,8,0.8274,1112.07,0,1,53.14,Mumbai -> Patna
SHIP-10111,2025-05-15,WH-South-Bengaluru,Bengaluru,Indore,Automotive Parts,320,11920.01,2091,Road Freight (Truck),1797.44,11,11,On-Time,0,E-Commerce Retailer,7440,8500,1.24,Clear,11,0.8596,1797.44,0,1,87.53,Bengaluru -> Indore
SHIP-10112,2025-07-20,WH-West-Mumbai,Mumbai,Kanpur,Electronics,340,7725.25,377,Road Freight (Truck),475.64,4,5,Delayed,1,SMB,10772,12000,1.31,Rainy,5,1.2616,475.64,1,0,89.77,Mumbai -> Kanpur
SHIP-10113,2025-11-24,WH-North-Delhi,Delhi,Coimbatore,Apparel,225,29768.6,1623,Rail Freight,1005.36,10,10,On-Time,0,Individual,6218,10000,1.72,Clear,10,0.6194,1005.36,0,1,62.18,Delhi -> Coimbatore
SHIP-10114,2025-09-25,WH-Central-Nagpur,Nagpur,Jaipur,Apparel,310,48404.19,2031,Road Freight (Truck),1767.92,10,11,Delayed,1,Enterprise,3760,6000,1.37,Clear,11,0.8705,1767.92,1,0,62.67,Nagpur -> Jaipur
SHIP-10115,2025-02-02,WH-North-Delhi,Delhi,Kochi,Electronics,419,12437.07,1321,Rail Freight,954.54,9,10,Delayed,1,Enterprise,7993,10000,1.69,Rainy,10,0.7226,954.54,1,0,79.93,Delhi -> Kochi
SHIP-10116,2025-02-17,WH-Central-Nagpur,Nagpur,Jaipur,Electronics,342,63094.81,876,Road Freight (Truck),877.43,6,6,On-Time,0,E-Commerce Retailer,3986,6000,1.33,Clear,6,1.0016,877.43,0,1,66.43,Nagpur -> Jaipur
SHIP-10117,2025-03-03,WH-West-Mumbai,Mumbai,Coimbatore,Consumer Goods,33,2281.71,242,Road Freight (Truck),262.03,3,4,Delayed,1,Enterprise,5561,12000,1.48,Rainy,4,1.0828,262.03,1,0,46.34,Mumbai -> Coimbatore
SHIP-10118,2025-08-04,WH-North-Delhi,Delhi,Kanpur,Electronics,44,7744.98,461,Road Freight (Truck),438.99,3,3,On-Time,0,Enterprise,8823,10000,1.16,Clear,3,0.9523,438.99,0,1,88.23,Delhi -> Kanpur
SHIP-10119,2025-10-20,WH-South-Bengaluru,Bengaluru,Kochi,Electronics,33,8109.61,1314,Air Cargo,2417.5,4,4,On-Time,0,Enterprise,5545,8500,1.46,Clear,4,1.8398,2417.5,0,1,65.24,Bengaluru -> Kochi
SHIP-10120,2025-04-09,WH-Central-Nagpur,Nagpur,Indore,Consumer Goods,37,6564.17,1988,Express Courier,2944.49,7,8,Delayed,1,Enterprise,3273,6000,1.53,Rainy,8,1.4811,2944.49,1,0,54.55,Nagpur -> Indore
SHIP-10121,2025-06-21,WH-East-Kolkata,Kolkata,Lucknow,Consumer Goods,25,5563.76,1791,Rail Freight,1024.16,11,12,Delayed,1,E-Commerce Retailer,5333,7500,1.29,Rainy,12,0.5718,1024.16,1,0,71.11,Kolkata -> Lucknow
SHIP-10122,2025-12-26,WH-East-Kolkata,Kolkata,Kochi,Industrial Equipment,68,16172.21,1202,Rail Freight,725.74,8,8,On-Time,0,Enterprise,4146,7500,1.5,Clear,8,0.6038,725.74,0,1,55.28,Kolkata -> Kochi
SHIP-10123,2025-08-02,WH-South-Bengaluru,Bengaluru,Kochi,Apparel,252,32605.4,1848,Rail Freight,1155.77,12,16,Delayed,4,SMB,4648,8500,1.54,Clear,16,0.6254,1155.77,1,0,54.68,Bengaluru -> Kochi
SHIP-10124,2025-02-04,WH-South-Bengaluru,Bengaluru,Kanpur,Perishables,447,80480.73,1608,Road Freight (Truck),1471.2,9,10,Delayed,1,Enterprise,6005,8500,1.56,Clear,10,0.9149,1471.2,1,0,70.65,Bengaluru -> Kanpur
SHIP-10125,2025-08-15,WH-East-Kolkata,Kolkata,Kanpur,Consumer Goods,216,46485.96,1923,Rail Freight,1149.8,11,10,Early,0,E-Commerce Retailer,4753,7500,1.62,Clear,10,0.5979,1149.8,0,1,63.37,Kolkata -> Kanpur
SHIP-10126,2025-04-11,WH-North-Delhi,Delhi,Coimbatore,Industrial Equipment,409,40410.47,379,Road Freight (Truck),551.29,3,2,Early,0,Enterprise,7193,10000,1.34,Clear,2,1.4546,551.29,0,1,71.93,Delhi -> Coimbatore
SHIP-10127,2025-05-11,WH-West-Mumbai,Mumbai,Surat,Automotive Parts,280,21399.94,1516,Rail Freight,990.59,9,9,On-Time,0,E-Commerce Retailer,11022,12000,1.49,Clear,9,0.6534,990.59,0,1,91.85,Mumbai -> Surat
SHIP-10128,2025-09-14,WH-North-Delhi,Delhi,Kochi,Apparel,258,61262.27,214,Road Freight (Truck),365.7,2,3,Delayed,1,SMB,8537,10000,1.74,Rainy,3,1.7089,365.7,1,0,85.37,Delhi -> Kochi
SHIP-10129,2025-01-05,WH-Central-Nagpur,Nagpur,Patna,Consumer Goods,276,51248.05,1268,Road Freight (Truck),1150.85,7,7,On-Time,0,Enterprise,2721,6000,1.69,Rainy,7,0.9076,1150.85,0,1,45.35,Nagpur -> Patna
SHIP-10130,2025-08-06,WH-Central-Nagpur,Nagpur,Kochi,Industrial Equipment,202,13458.31,160,Road Freight (Truck),286.37,3,3,On-Time,0,SMB,2842,6000,1.72,Clear,3,1.7898,286.37,0,1,47.37,Nagpur -> Kochi
SHIP-10131,2025-09-12,WH-North-Delhi,Delhi,Coimbatore,Electronics,344,41463.9,2034,Express Courier,3126.98,6,6,On-Time,0,Enterprise,7367,10000,1.38,Clear,6,1.5374,3126.98,0,1,73.67,Delhi -> Coimbatore
SHIP-10132,2025-12-25,WH-East-Kolkata,Kolkata,Bhopal,Consumer Goods,227,45891.72,373,Road Freight (Truck),449.62,3,5,Delayed,2,SMB,5582,7500,1.62,Clear,5,1.2054,449.62,1,0,74.43,Kolkata -> Bhopal
SHIP-10133,2025-10-10,WH-Central-Nagpur,Nagpur,Jaipur,Apparel,124,17801.42,126,Road Freight (Truck),224.42,2,2,On-Time,0,Enterprise,5176,6000,1.52,Clear,2,1.7811,224.42,0,1,86.27,Nagpur -> Jaipur
SHIP-10134,2025-07-26,WH-North-Delhi,Delhi,Lucknow,Apparel,77,12915.88,1614,Rail Freight,940.85,10,13,Delayed,3,Individual,7456,10000,1.2,Stormy,13,0.5829,940.85,1,0,74.56,Delhi -> Lucknow
SHIP-10135,2025-01-15,WH-South-Bengaluru,Bengaluru,Surat,Electronics,308,59177.74,847,Express Courier,1424.99,3,4,Delayed,1,Enterprise,4734,8500,1.64,Rainy,4,1.6824,1424.99,1,0,55.69,Bengaluru -> Surat
SHIP-10136,2025-12-12,WH-Central-Nagpur,Nagpur,Indore,Perishables,334,53831.5,1654,Express Courier,2614.94,5,5,On-Time,0,E-Commerce Retailer,4021,6000,1.56,Rainy,5,1.581,2614.94,0,1,67.02,Nagpur -> Indore
SHIP-10137,2025-02-11,WH-North-Delhi,Delhi,Indore,Apparel,406,57618.97,1724,Rail Freight,1143.06,11,13,Delayed,2,Enterprise,8302,10000,1.27,Foggy,13,0.663,1143.06,1,0,83.02,Delhi -> Indore
SHIP-10138,2025-06-28,WH-South-Bengaluru,Bengaluru,Indore,Consumer Goods,403,77037.22,188,Road Freight (Truck),382.84,2,2,On-Time,0,Enterprise,7511,8500,1.2,Clear,2,2.0364,382.84,0,1,88.36,Bengaluru -> Indore
SHIP-10139,2025-03-04,WH-West-Mumbai,Mumbai,Kanpur,Perishables,84,15622.09,1224,Road Freight (Truck),1047.04,7,6,Early,0,SMB,6736,12000,1.65,Clear,6,0.8554,1047.04,0,1,56.13,Mumbai -> Kanpur
SHIP-10140,2025-12-18,WH-Central-Nagpur,Nagpur,Indore,Consumer Goods,112,18258.24,661,Road Freight (Truck),646.25,5,6,Delayed,1,Individual,4221,6000,1.2,Rainy,6,0.9777,646.25,1,0,70.35,Nagpur -> Indore
SHIP-10141,2025-08-19,WH-Central-Nagpur,Nagpur,Lucknow,Perishables,306,30462.46,1728,Express Courier,2685.6,5,5,On-Time,0,Enterprise,3148,6000,1.2,Clear,5,1.5542,2685.6,0,1,52.47,Nagpur -> Lucknow
SHIP-10142,2025-08-29,WH-Central-Nagpur,Nagpur,Jaipur,Apparel,187,20638.41,1405,Rail Freight,898.38,9,10,Delayed,1,Enterprise,4101,6000,1.41,Rainy,10,0.6394,898.38,1,0,68.35,Nagpur -> Jaipur
SHIP-10143,2025-02-21,WH-West-Mumbai,Mumbai,Indore,Electronics,224,54443.89,208,Road Freight (Truck),330.12,3,4,Delayed,1,Enterprise,5908,12000,1.23,Rainy,4,1.5871,330.12,1,0,49.23,Mumbai -> Indore
SHIP-10144,2025-04-06,WH-Central-Nagpur,Nagpur,Kochi,Industrial Equipment,324,13417.06,2058,Rail Freight,1291.74,13,15,Delayed,2,Enterprise,5355,6000,1.7,Foggy,15,0.6277,1291.74,1,0,89.25,Nagpur -> Kochi
SHIP-10145,2025-08-10,WH-East-Kolkata,Kolkata,Kochi,Apparel,48,3748.74,1351,Rail Freight,770.92,9,9,On-Time,0,Enterprise,5624,7500,1.43,Clear,9,0.5706,770.92,0,1,74.99,Kolkata -> Kochi
SHIP-10146,2025-08-19,WH-West-Mumbai,Mumbai,Kanpur,Industrial Equipment,268,35031.46,332,Road Freight (Truck),435.66,3,3,On-Time,0,SMB,10217,12000,1.49,Clear,3,1.3122,435.66,0,1,85.14,Mumbai -> Kanpur
SHIP-10147,2025-08-25,WH-East-Kolkata,Kolkata,Lucknow,Perishables,213,45077.5,953,Road Freight (Truck),901.13,6,6,On-Time,0,Enterprise,6893,7500,1.71,Rainy,6,0.9456,901.13,0,1,91.91,Kolkata -> Lucknow
SHIP-10148,2025-05-23,WH-North-Delhi,Delhi,Jaipur,Industrial Equipment,16,855.42,385,Road Freight (Truck),369.68,3,5,Delayed,2,Enterprise,5358,10000,1.47,Foggy,5,0.9602,369.68,1,0,53.58,Delhi -> Jaipur
SHIP-10149,2025-06-20,WH-South-Bengaluru,Bengaluru,Surat,Apparel,58,4644.89,1031,Road Freight (Truck),896.71,6,8,Delayed,2,E-Commerce Retailer,6598,8500,1.36,Foggy,8,0.8697,896.71,1,0,77.62,Bengaluru -> Surat
SHIP-10150,2025-01-29,WH-North-Delhi,Delhi,Coimbatore,Automotive Parts,35,1066.19,412,Road Freight (Truck),394.92,4,4,On-Time,0,SMB,8668,10000,1.63,Severe Heat,4,0.9585,394.92,0,1,86.68,Delhi -> Coimbatore
SHIP-10151,2025-02-05,WH-North-Delhi,Delhi,Jaipur,Apparel,170,30754.11,1350,Rail Freight,846.0,8,9,Delayed,1,Enterprise,7206,10000,1.42,Clear,9,0.6267,846.0,1,0,72.06,Delhi -> Jaipur
SHIP-10152,2025-01-13,WH-North-Delhi,Delhi,Coimbatore,Consumer Goods,366,25978.39,452,Express Courier,890.53,3,3,On-Time,0,Enterprise,7506,10000,1.34,Clear,3,1.9702,890.53,0,1,75.06,Delhi -> Coimbatore
SHIP-10153,2025-06-09,WH-South-Bengaluru,Bengaluru,Bhopal,Automotive Parts,185,19672.63,1220,Road Freight (Truck),1081.58,7,7,On-Time,0,SMB,5453,8500,1.58,Clear,7,0.8865,1081.58,0,1,64.15,Bengaluru -> Bhopal
SHIP-10154,2025-11-23,WH-West-Mumbai,Mumbai,Coimbatore,Electronics,88,10495.75,1431,Rail Freight,875.38,10,10,On-Time,0,Enterprise,9205,12000,1.63,Clear,10,0.6117,875.38,0,1,76.71,Mumbai -> Coimbatore
SHIP-10155,2025-07-06,WH-East-Kolkata,Kolkata,Patna,Industrial Equipment,11,2469.05,1124,Road Freight (Truck),919.93,6,9,Delayed,3,SMB,4769,7500,1.63,Stormy,9,0.8184,919.93,1,0,63.59,Kolkata -> Patna
SHIP-10156,2025-08-31,WH-North-Delhi,Delhi,Kochi,Automotive Parts,392,43771.75,166,Express Courier,473.54,3,5,Delayed,2,Enterprise,6740,10000,1.74,Severe Heat,5,2.8527,473.54,1,0,67.4,Delhi -> Kochi
SHIP-10157,2025-03-27,WH-West-Mumbai,Mumbai,Lucknow,Industrial Equipment,425,20879.35,741,Road Freight (Truck),826.81,4,5,Delayed,1,SMB,5980,12000,1.62,Clear,5,1.1158,826.81,1,0,49.83,Mumbai -> Lucknow
SHIP-10158,2025-10-11,WH-South-Bengaluru,Bengaluru,Chandigarh,Apparel,141,19488.18,1343,Rail Freight,837.09,9,9,On-Time,0,Enterprise,3856,8500,1.61,Clear,9,0.6233,837.09,0,1,45.36,Bengaluru -> Chandigarh
SHIP-10159,2025-03-07,WH-East-Kolkata,Kolkata,Kanpur,Industrial Equipment,285,68769.11,546,Road Freight (Truck),624.58,5,5,On-Time,0,SMB,3569,7500,1.66,Clear,5,1.1439,624.58,0,1,47.59,Kolkata -> Kanpur
SHIP-10160,2025-06-19,WH-West-Mumbai,Mumbai,Patna,Consumer Goods,126,19883.57,329,Road Freight (Truck),369.07,4,4,On-Time,0,E-Commerce Retailer,6485,12000,1.15,Foggy,4,1.1218,369.07,0,1,54.04,Mumbai -> Patna
SHIP-10161,2025-02-14,WH-South-Bengaluru,Bengaluru,Coimbatore,Automotive Parts,173,42574.61,1007,Road Freight (Truck),904.99,7,7,On-Time,0,SMB,5649,8500,1.37,Clear,7,0.8987,904.99,0,1,66.46,Bengaluru -> Coimbatore
SHIP-10162,2025-03-03,WH-Central-Nagpur,Nagpur,Indore,Electronics,297,63160.08,1563,Air Cargo,2937.56,4,6,Delayed,2,Enterprise,2759,6000,1.59,Clear,6,1.8794,2937.56,1,0,45.98,Nagpur -> Indore
SHIP-10163,2025-05-14,WH-South-Bengaluru,Bengaluru,Lucknow,Electronics,37,867.72,273,Road Freight (Truck),295.2,4,3,Early,0,Enterprise,4447,8500,1.51,Clear,3,1.0813,295.2,0,1,52.32,Bengaluru -> Lucknow
SHIP-10164,2025-10-11,WH-North-Delhi,Delhi,Patna,Consumer Goods,342,58045.58,1665,Road Freight (Truck),1467.81,8,8,On-Time,0,Enterprise,8172,10000,1.26,Clear,8,0.8816,1467.81,0,1,81.72,Delhi -> Patna
SHIP-10165,2025-01-28,WH-North-Delhi,Delhi,Kanpur,Apparel,10,823.9,534,Road Freight (Truck),477.95,4,7,Delayed,3,Enterprise,8082,10000,1.45,Stormy,7,0.895,477.95,1,0,80.82,Delhi -> Kanpur
SHIP-10166,2025-04-18,WH-Central-Nagpur,Nagpur,Kochi,Apparel,197,28862.46,1496,Road Freight (Truck),1276.24,8,8,On-Time,0,Enterprise,4927,6000,1.35,Clear,8,0.8531,1276.24,0,1,82.12,Nagpur -> Kochi
SHIP-10167,2025-02-13,WH-North-Delhi,Delhi,Lucknow,Automotive Parts,65,5242.0,1300,Road Freight (Truck),1095.09,8,9,Delayed,1,E-Commerce Retailer,8831,10000,1.49,Clear,9,0.8424,1095.09,1,0,88.31,Delhi -> Lucknow
SHIP-10168,2025-12-06,WH-Central-Nagpur,Nagpur,Kanpur,Consumer Goods,44,4267.32,1404,Road Freight (Truck),1189.61,8,7,Early,0,SMB,3035,6000,1.65,Clear,7,0.8473,1189.61,0,1,50.58,Nagpur -> Kanpur
SHIP-10169,2025-10-13,WH-South-Bengaluru,Bengaluru,Bhopal,Consumer Goods,121,28065.3,1220,Express Courier,1880.21,5,5,On-Time,0,SMB,4476,8500,1.71,Clear,5,1.5412,1880.21,0,1,52.66,Bengaluru -> Bhopal
SHIP-10170,2025-11-27,WH-Central-Nagpur,Nagpur,Bhopal,Electronics,295,18750.54,888,Road Freight (Truck),864.65,6,6,On-Time,0,SMB,3640,6000,1.6,Rainy,6,0.9737,864.65,0,1,60.67,Nagpur -> Bhopal
SHIP-10171,2025-05-08,WH-East-Kolkata,Kolkata,Kanpur,Consumer Goods,319,70312.59,1102,Road Freight (Truck),1076.34,6,6,On-Time,0,SMB,6600,7500,1.66,Clear,6,0.9767,1076.34,0,1,88.0,Kolkata -> Kanpur
SHIP-10172,2025-12-14,WH-Central-Nagpur,Nagpur,Patna,Apparel,45,997.09,1631,Express Courier,2465.45,6,8,Delayed,2,Enterprise,4886,6000,1.43,Clear,8,1.5116,2465.45,1,0,81.43,Nagpur -> Patna
SHIP-10173,2025-08-19,WH-West-Mumbai,Mumbai,Lucknow,Electronics,448,16287.48,1274,Air Cargo,2493.46,4,6,Delayed,2,E-Commerce Retailer,7228,12000,1.38,Foggy,6,1.9572,2493.46,1,0,60.23,Mumbai -> Lucknow
SHIP-10174,2025-07-09,WH-East-Kolkata,Kolkata,Patna,Consumer Goods,226,48781.79,698,Road Freight (Truck),699.46,4,4,On-Time,0,Enterprise,3683,7500,1.39,Clear,4,1.0021,699.46,0,1,49.11,Kolkata -> Patna
SHIP-10175,2025-08-13,WH-West-Mumbai,Mumbai,Surat,Electronics,89,14523.08,1598,Air Cargo,2933.03,4,6,Delayed,2,E-Commerce Retailer,8876,12000,1.52,Rainy,6,1.8354,2933.03,1,0,73.97,Mumbai -> Surat
SHIP-10176,2025-10-10,WH-West-Mumbai,Mumbai,Coimbatore,Electronics,323,61563.96,859,Express Courier,1441.11,3,3,On-Time,0,E-Commerce Retailer,6848,12000,1.22,Clear,3,1.6777,1441.11,0,1,57.07,Mumbai -> Coimbatore
SHIP-10177,2025-05-01,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,92,5907.61,282,Road Freight (Truck),301.95,4,4,On-Time,0,E-Commerce Retailer,5946,8500,1.5,Clear,4,1.0707,301.95,0,1,69.95,Bengaluru -> Surat
SHIP-10178,2025-04-26,WH-Central-Nagpur,Nagpur,Bhopal,Electronics,74,10449.88,1158,Express Courier,1754.48,5,8,Delayed,3,SMB,5355,6000,1.55,Rainy,8,1.5151,1754.48,1,0,89.25,Nagpur -> Bhopal
SHIP-10179,2025-08-21,WH-Central-Nagpur,Nagpur,Kochi,Industrial Equipment,334,62874.34,1375,Road Freight (Truck),1245.63,7,7,On-Time,0,Enterprise,4314,6000,1.41,Foggy,7,0.9059,1245.63,0,1,71.9,Nagpur -> Kochi
SHIP-10180,2025-09-16,WH-East-Kolkata,Kolkata,Jaipur,Automotive Parts,137,22251.38,314,Road Freight (Truck),364.89,3,4,Delayed,1,SMB,6631,7500,1.72,Rainy,4,1.1621,364.89,1,0,88.41,Kolkata -> Jaipur
SHIP-10181,2025-12-25,WH-West-Mumbai,Mumbai,Coimbatore,Apparel,316,39768.35,2004,Rail Freight,1258.43,13,13,On-Time,0,SMB,7616,12000,1.51,Clear,13,0.628,1258.43,0,1,63.47,Mumbai -> Coimbatore
SHIP-10182,2025-07-17,WH-West-Mumbai,Mumbai,Bhopal,Perishables,31,7457.02,661,Road Freight (Truck),597.58,4,4,On-Time,0,SMB,8972,12000,1.28,Clear,4,0.9041,597.58,0,1,74.77,Mumbai -> Bhopal
SHIP-10183,2025-05-17,WH-East-Kolkata,Kolkata,Patna,Consumer Goods,225,39126.82,478,Road Freight (Truck),514.57,4,4,On-Time,0,E-Commerce Retailer,6525,7500,1.44,Clear,4,1.0765,514.57,0,1,87.0,Kolkata -> Patna
SHIP-10184,2025-11-14,WH-North-Delhi,Delhi,Patna,Apparel,116,26485.29,969,Express Courier,1510.37,4,6,Delayed,2,Enterprise,7263,10000,1.56,Clear,6,1.5587,1510.37,1,0,72.63,Delhi -> Patna
SHIP-10185,2025-06-14,WH-North-Delhi,Delhi,Patna,Perishables,118,22006.54,1474,Road Freight (Truck),1223.59,8,9,Delayed,1,Enterprise,7390,10000,1.34,Rainy,9,0.8301,1223.59,1,0,73.9,Delhi -> Patna
SHIP-10186,2025-08-13,WH-West-Mumbai,Mumbai,Kochi,Electronics,381,71564.73,546,Road Freight (Truck),652.74,4,3,Early,0,Enterprise,9439,12000,1.2,Clear,3,1.1955,652.74,0,1,78.66,Mumbai -> Kochi
SHIP-10187,2025-11-03,WH-West-Mumbai,Mumbai,Surat,Perishables,366,12372.37,616,Express Courier,1111.91,3,3,On-Time,0,Enterprise,10375,12000,1.5,Clear,3,1.805,1111.91,0,1,86.46,Mumbai -> Surat
SHIP-10188,2025-08-22,WH-West-Mumbai,Mumbai,Jaipur,Electronics,190,18900.1,947,Road Freight (Truck),870.26,5,6,Delayed,1,SMB,5897,12000,1.72,Rainy,6,0.919,870.26,1,0,49.14,Mumbai -> Jaipur
SHIP-10189,2025-06-21,WH-North-Delhi,Delhi,Patna,Consumer Goods,365,79101.64,605,Road Freight (Truck),670.49,5,5,On-Time,0,E-Commerce Retailer,6083,10000,1.44,Clear,5,1.1082,670.49,0,1,60.83,Delhi -> Patna
SHIP-10190,2025-06-01,WH-North-Delhi,Delhi,Chandigarh,Electronics,173,12051.51,1951,Express Courier,2986.84,7,7,On-Time,0,E-Commerce Retailer,6369,10000,1.69,Rainy,7,1.5309,2986.84,0,1,63.69,Delhi -> Chandigarh
SHIP-10191,2025-11-11,WH-North-Delhi,Delhi,Coimbatore,Industrial Equipment,77,3245.08,1592,Rail Freight,973.08,10,10,On-Time,0,E-Commerce Retailer,8775,10000,1.65,Clear,10,0.6112,973.08,0,1,87.75,Delhi -> Coimbatore
SHIP-10192,2025-06-09,WH-Central-Nagpur,Nagpur,Lucknow,Apparel,301,27582.11,1556,Rail Freight,1009.23,9,9,On-Time,0,E-Commerce Retailer,5395,6000,1.24,Clear,9,0.6486,1009.23,0,1,89.92,Nagpur -> Lucknow
SHIP-10193,2025-04-06,WH-West-Mumbai,Mumbai,Chandigarh,Industrial Equipment,189,12625.75,449,Road Freight (Truck),523.52,3,4,Delayed,1,E-Commerce Retailer,6078,12000,1.57,Severe Heat,4,1.166,523.52,1,0,50.65,Mumbai -> Chandigarh
SHIP-10194,2025-08-21,WH-West-Mumbai,Mumbai,Jaipur,Consumer Goods,190,44164.12,1875,Rail Freight,1121.35,11,11,On-Time,0,Enterprise,6071,12000,1.41,Clear,11,0.5981,1121.35,0,1,50.59,Mumbai -> Jaipur
SHIP-10195,2025-06-29,WH-South-Bengaluru,Bengaluru,Kochi,Consumer Goods,443,97004.67,1008,Road Freight (Truck),1030.92,6,6,On-Time,0,E-Commerce Retailer,7559,8500,1.3,Clear,6,1.0227,1030.92,0,1,88.93,Bengaluru -> Kochi
SHIP-10196,2025-04-23,WH-North-Delhi,Delhi,Jaipur,Electronics,178,23571.75,1110,Road Freight (Truck),1008.07,6,6,On-Time,0,Enterprise,5890,10000,1.56,Rainy,6,0.9082,1008.07,0,1,58.9,Delhi -> Jaipur
SHIP-10197,2025-11-14,WH-Central-Nagpur,Nagpur,Lucknow,Consumer Goods,411,12089.9,1290,Road Freight (Truck),1230.07,7,8,Delayed,1,Enterprise,3381,6000,1.6,Severe Heat,8,0.9535,1230.07,1,0,56.35,Nagpur -> Lucknow
SHIP-10198,2025-02-21,WH-East-Kolkata,Kolkata,Coimbatore,Perishables,31,5670.59,378,Road Freight (Truck),362.94,4,5,Delayed,1,SMB,3500,7500,1.26,Severe Heat,5,0.9602,362.94,1,0,46.67,Kolkata -> Coimbatore
SHIP-10199,2025-09-25,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,75,12112.63,411,Road Freight (Truck),421.37,4,5,Delayed,1,Enterprise,5795,10000,1.7,Rainy,5,1.0252,421.37,1,0,57.95,Delhi -> Lucknow
SHIP-10200,2025-10-22,WH-West-Mumbai,Mumbai,Kanpur,Automotive Parts,30,7292.41,1954,Road Freight (Truck),1581.11,10,10,On-Time,0,Enterprise,9311,12000,1.6,Clear,10,0.8092,1581.11,0,1,77.59,Mumbai -> Kanpur
SHIP-10201,2025-04-23,WH-Central-Nagpur,Nagpur,Coimbatore,Automotive Parts,109,15952.59,262,Road Freight (Truck),328.95,3,6,Delayed,3,Enterprise,3901,6000,1.71,Stormy,6,1.2555,328.95,1,0,65.02,Nagpur -> Coimbatore
SHIP-10202,2025-04-11,WH-Central-Nagpur,Nagpur,Jaipur,Consumer Goods,393,36962.64,2080,Rail Freight,1314.44,13,14,Delayed,1,Enterprise,4157,6000,1.34,Rainy,14,0.6319,1314.44,1,0,69.28,Nagpur -> Jaipur
SHIP-10203,2025-04-23,WH-West-Mumbai,Mumbai,Patna,Apparel,309,42323.76,866,Road Freight (Truck),872.55,5,5,On-Time,0,Individual,10573,12000,1.71,Clear,5,1.0076,872.55,0,1,88.11,Mumbai -> Patna
SHIP-10204,2025-03-22,WH-South-Bengaluru,Bengaluru,Jaipur,Electronics,112,27454.21,746,Road Freight (Truck),702.03,4,6,Delayed,2,Enterprise,4283,8500,1.37,Foggy,6,0.9411,702.03,1,0,50.39,Bengaluru -> Jaipur
SHIP-10205,2025-07-06,WH-North-Delhi,Delhi,Jaipur,Electronics,56,10004.13,1508,Air Cargo,2748.81,5,5,On-Time,0,Enterprise,4834,10000,1.18,Clear,5,1.8228,2748.81,0,1,48.34,Delhi -> Jaipur
SHIP-10206,2025-04-23,WH-Central-Nagpur,Nagpur,Coimbatore,Electronics,48,8299.89,209,Express Courier,405.84,2,2,On-Time,0,SMB,5102,6000,1.61,Clear,2,1.9418,405.84,0,1,85.03,Nagpur -> Coimbatore
SHIP-10207,2025-01-02,WH-North-Delhi,Delhi,Kanpur,Apparel,294,21038.69,839,Express Courier,1449.25,3,5,Delayed,2,SMB,8141,10000,1.57,Foggy,5,1.7274,1449.25,1,0,81.41,Delhi -> Kanpur
SHIP-10208,2025-05-10,WH-Central-Nagpur,Nagpur,Jaipur,Consumer Goods,319,60529.16,1307,Road Freight (Truck),1192.76,7,7,On-Time,0,Individual,3443,6000,1.51,Clear,7,0.9126,1192.76,0,1,57.38,Nagpur -> Jaipur
SHIP-10209,2025-08-08,WH-South-Bengaluru,Bengaluru,Chandigarh,Apparel,99,18940.07,600,Road Freight (Truck),581.6,4,4,On-Time,0,Enterprise,5120,8500,1.44,Clear,4,0.9693,581.6,0,1,60.24,Bengaluru -> Chandigarh
SHIP-10210,2025-02-23,WH-South-Bengaluru,Bengaluru,Bhopal,Apparel,94,8418.91,203,Road Freight (Truck),258.35,2,3,Delayed,1,SMB,5064,8500,1.17,Clear,3,1.2727,258.35,1,0,59.58,Bengaluru -> Bhopal
